input_doi,matched_doi
10.48550/arxiv.astro-ph/0107380,10.1086/324378
10.48550/arxiv.1410.3467,10.1088/2041-8205/802/2/l22
10.48550/arxiv.physics/0505141,10.1103/physreve.72.056311
10.48550/arxiv.2005.07022,10.1103/physrevc.102.055201
10.48550/arxiv.2011.06385,10.1103/physreva.103.033317
10.48550/arxiv.2011.06556,10.1103/physrevb.101.165131
10.48550/arxiv.1903.04624,10.1038/s41550-019-0713-3
10.48550/arxiv.2202.05670,10.1016/j.physa.2022.128154
10.48550/arxiv.1512.00987,10.1093/mnras/stv2832
10.48550/arxiv.astro-ph/0112481,10.1051/0004-6361:20011811
10.48550/arxiv.0810.4635,10.1016/j.cpc.2008.10.013
10.48550/arxiv.1110.0548,10.1088/0067-0049/197/2/29
10.48550/arxiv.hep-ph/9710405,10.1103/physrevd.57.3163
10.48550/arxiv.cond-mat/0206441,10.1103/physrevb.66.235109
10.48550/arxiv.astro-ph/0005134,10.1016/s1387-6473(00)00076-2
10.48550/arxiv.2407.03415,10.1103/physrevlett.134.126501
10.48550/arxiv.0905.1662,10.1063/1.3167353
10.48550/arxiv.2308.11547,10.1021/acs.jpclett.3c01948
10.48550/arxiv.1207.1468,10.1103/physrevd.86.083525
10.48550/arxiv.hep-ex/0108034,
10.48550/arxiv.2010.14581,10.1088/1742-6596/1690/1/012182
10.48550/arxiv.1604.03814,10.1016/j.scriptamat.2015.10.007
10.48550/arxiv.cond-mat/9902309,10.1063/1.124047
10.48550/arxiv.astro-ph/0201539,10.1142/9789812778017_0012
10.48550/arxiv.1808.04346,10.1103/physrevlett.124.153203
10.48550/arxiv.hep-lat/0206014,10.1103/physrevd.67.025015
10.48550/arxiv.1906.08486,10.1007/s13324-021-00507-2
10.48550/arxiv.2007.02291,10.1103/physrevb.102.241409
10.48550/arxiv.2104.07013,10.1140/epjp/s13360-021-01192-7
10.48550/arxiv.1802.10590,10.1063/1.5029877
10.48550/arxiv.hep-th/9608084,10.1016/s0370-2693(96)01188-4
10.48550/arxiv.1302.1656,10.1142/s0217751x13500309
10.48550/arxiv.hep-ph/0003321,
10.48550/arxiv.2403.13500,10.1051/0004-6361/202348993
10.48550/arxiv.cond-mat/0508709,10.1103/physrevb.72.180403
10.48550/arxiv.2201.12551,10.1088/1361-6668/ac5aa8
10.48550/arxiv.cond-mat/0104001,10.1103/physreve.65.031309
10.48550/arxiv.1405.6085,
10.48550/arxiv.1309.5602,10.1039/c3sm52451e
10.48550/arxiv.1702.06544,10.1093/mnras/stx383
10.48550/arxiv.1003.2610,10.1088/0957-4484/21/14/145702
10.48550/arxiv.astro-ph/0604496,10.1111/j.1745-3933.2006.00202.x
10.48550/arxiv.1408.1561,10.1364/cleo_qels.2014.fm1d.4
10.48550/arxiv.astro-ph/0012220,10.1086/320439
10.48550/arxiv.0910.3953,10.1088/0004-637x/713/2/1350
10.48550/arxiv.2312.13648,10.1103/physreva.110.023324
10.48550/arxiv.1012.5924,10.1103/physrevb.83.035301
10.48550/arxiv.0803.2663,10.1051/0004-6361:20078483
10.48550/arxiv.2112.01729,10.1103/physrevd.105.084053
10.48550/arxiv.astro-ph/0309442,10.1051/0004-6361:20031437
10.48550/arxiv.0707.0470,10.1016/j.nuclphysbps.2007.11.150
10.48550/arxiv.math/0611088,10.1214/009053606000001604
10.48550/arxiv.astro-ph/9812417,10.1046/j.1365-8711.1999.02468.x
10.48550/arxiv.2411.07891,10.1063/5.0238106
10.48550/arxiv.1711.11317,10.1109/jbhi.2018.2852639
10.48550/arxiv.2105.09862,10.3390/jcs5050139
10.48550/arxiv.2112.05480,10.1137/21m1464336
10.48550/arxiv.1801.00136,10.1103/physrevb.97.235416
10.48550/arxiv.1603.00725,10.1103/physrevlett.116.237601
10.48550/arxiv.2101.08021,10.1145/3411764.3445516
10.48550/arxiv.cond-mat/0310461,10.1103/physrevb.70.052509
10.48550/arxiv.math/0310268,10.1070/im2003v067n03abeh000438
10.48550/arxiv.2007.05702,10.1007/s43037-020-00110-w
10.48550/arxiv.1612.04087,10.1051/epjconf/201613002006
10.48550/arxiv.2206.09906,10.1109/tmrb.2024.3506163
10.48550/arxiv.2409.02855,10.1103/physrevd.110.096002
10.48550/arxiv.2205.11545,10.1103/physrevd.108.035006
10.48550/arxiv.1304.6720,10.1093/mnras/stt1312
10.48550/arxiv.1305.0980,10.1088/0004-637x/770/2/120
10.48550/arxiv.1703.08965,10.1007/s11082-018-1582-1
10.48550/arxiv.cond-mat/9501023,10.1143/ptp.93.519
10.48550/arxiv.2112.11343,10.1353/cat.2021.0011
10.48550/arxiv.2206.06309,10.1016/j.physa.2022.128413
10.48550/arxiv.0912.4924,10.1116/1.3454370
10.48550/arxiv.1101.0728,10.1103/physrevlett.106.135301
10.48550/arxiv.2303.01053,
10.48550/arxiv.1503.02833,10.1007/s00220-015-2439-0
10.48550/arxiv.astro-ph/0309511,10.1111/j.1365-2966.2004.07354.x
10.48550/arxiv.2102.10023,10.1051/0004-6361/202039744
10.48550/arxiv.hep-ph/0004165,10.1103/physrevd.62.105017
10.48550/arxiv.cond-mat/9908212,10.1209/epl/i2000-00330-9
10.48550/arxiv.math/0211166,10.1023/b:tamp.0000010629.96356.52
10.48550/arxiv.0909.0555,10.1109/iwcmc.2011.5982522
10.48550/arxiv.1006.4143,10.1103/physrevlett.106.047001
10.48550/arxiv.1208.0835,10.1063/1.4754362
10.48550/arxiv.1607.03005,10.1016/j.difgeo.2016.07.007
10.48550/arxiv.2410.14373,10.1051/0004-6361/202452204
10.48550/arxiv.1009.4385,10.1016/j.physleta.2010.11.069
10.48550/arxiv.2304.01756,10.1103/physrevresearch.6.023026
10.48550/arxiv.0812.2764,10.1017/s1743921309030671
10.48550/arxiv.1210.5627,
10.48550/arxiv.1311.5433,10.7566/jpscp.3.012016
10.48550/arxiv.1501.06708,10.1098/rsta.2014.0261
10.48550/arxiv.2004.04297,10.1557/adv.2019.287
10.48550/arxiv.2001.06907,10.1088/1361-6471/ab97c7
10.48550/arxiv.nucl-th/0511033,
10.48550/arxiv.hep-th/9403048,10.1016/0370-2693(94)00988-0
10.48550/arxiv.1508.02738,10.1016/j.amc.2017.07.006
10.48550/arxiv.1906.10014,10.1103/physrevlett.123.243204
10.48550/arxiv.2412.03994,10.1103/physrevb.111.054512
10.48550/arxiv.2211.05878,10.1103/physreve.106.l062104
10.48550/arxiv.1807.05422,10.1117/12.2314221
10.48550/arxiv.1007.2971,10.1142/9789814335614_0035
10.48550/arxiv.1602.06553,10.1103/physrevx.6.031011
10.48550/arxiv.quant-ph/0407061,10.1109/tit.2006.878174
10.48550/arxiv.2103.14045,10.1103/physrevlett.127.217601
10.48550/arxiv.1308.0685,10.1016/j.physleta.2013.09.024
10.48550/arxiv.1701.02206,10.1017/s1743921317000278
10.48550/arxiv.cond-mat/0404184,10.1103/physrevlett.93.093401
10.48550/arxiv.2201.04149,10.1093/mnras/stac103
10.48550/arxiv.0906.4355,10.1039/b820045a
10.48550/arxiv.1307.7083,10.1007/s00159-013-0064-5
10.48550/arxiv.1602.06251,10.4236/jmp.2016.79088
10.48550/arxiv.2011.06298,10.1103/physrevapplied.15.044009
10.48550/arxiv.1507.02913,10.1007/s00233-016-9781-1
10.48550/arxiv.gr-qc/0503026,10.1103/physrevd.71.124031
10.48550/arxiv.2112.02826,10.1038/s41467-022-28162-6
10.48550/arxiv.0707.0217,10.1103/physrevlett.100.104101
10.48550/arxiv.1411.3835,10.1088/1751-8113/48/16/165202
10.48550/arxiv.nucl-th/0501048,
10.48550/arxiv.1807.01949,10.3847/1538-4357/aad231
10.48550/arxiv.cond-mat/0609655,10.1088/0953-8984/19/14/145273
10.48550/arxiv.2212.06076,10.1088/1475-7516/2024/01/036
10.48550/arxiv.1404.0194,10.1063/1.4899216
10.48550/arxiv.1406.7073,10.1021/la304836e
10.48550/arxiv.2403.05620,10.1093/mnras/stae2501
10.48550/arxiv.1710.07225,10.1088/0253-6102/70/5/578
10.48550/arxiv.1804.01356,10.1051/0004-6361/201732306
10.48550/arxiv.2301.11468,10.1109/icicis52592.2021.9694163
10.48550/arxiv.1608.01602,10.1007/s00023-016-0549-7
10.48550/arxiv.1806.07318,10.1103/physrevaccelbeams.22.091601
10.48550/arxiv.physics/0604198,10.1016/j.nima.2006.04.070
10.48550/arxiv.astro-ph/0010155,10.1086/319010
10.48550/arxiv.0810.0784,10.1103/physrevc.79.014304
10.48550/arxiv.gr-qc/0011043,10.1088/0264-9381/18/10/301
10.48550/arxiv.1910.02741,10.1007/s10714-020-02726-7
10.48550/arxiv.2102.03195,10.1103/physrevlett.127.023003
10.48550/arxiv.2009.11670,10.36045/j.bbms.211008
10.48550/arxiv.hep-ph/0611326,10.1088/1126-6708/2007/02/047
10.48550/arxiv.cond-mat/0310641,10.1103/physrevb.68.245321
10.48550/arxiv.1905.08579,10.1051/0004-6361/201834856
10.48550/arxiv.2104.02549,
10.48550/arxiv.1006.5456,10.1088/0004-637x/719/2/1168
10.48550/arxiv.1908.08867,10.1038/s41598-020-73049-5
10.48550/arxiv.0810.3812,10.1209/0295-5075/85/60003
10.48550/arxiv.1404.5047,10.1016/j.physletb.2014.08.068
10.48550/arxiv.1001.4755,10.1016/j.geomphys.2010.11.011
10.48550/arxiv.1405.0577,10.1103/physrevc.89.055210
10.48550/arxiv.0810.3404,10.1007/s10569-008-9164-3
10.48550/arxiv.1411.3571,10.1088/1751-8113/48/17/175201
10.48550/arxiv.1411.6159,10.1016/j.physleta.2015.01.013
10.48550/arxiv.1406.2509,10.1140/epjc/s10052-015-3331-y
10.48550/arxiv.2003.12723,10.1140/epjc/s10052-020-8194-1
10.48550/arxiv.1312.4427,10.1103/physrevlett.112.128303
10.48550/arxiv.cond-mat/0110537,10.1103/physreve.65.016110
10.48550/arxiv.hep-th/9710020,10.1016/s0370-2693(97)01494-9
10.48550/arxiv.hep-th/9902101,10.1016/s0550-3213(99)00755-5
10.48550/arxiv.1902.06038,10.3847/1538-4357/ab07b5
10.48550/arxiv.cond-mat/0703183,10.1134/s0021364009060101
10.48550/arxiv.1101.5970,10.1016/j.nuclphysa.2011.05.018
10.48550/arxiv.0910.4649,10.1103/physrevd.81.061701
10.48550/arxiv.cond-mat/0308288,10.1109/infcom.2004.1354495
10.48550/arxiv.1204.3674,10.1111/j.1365-2966.2012.21473.x
10.48550/arxiv.2109.06044,10.3847/1538-4357/ac399e
10.48550/arxiv.cond-mat/9807334,10.1103/physrevlett.81.4188
10.48550/arxiv.hep-th/9205057,10.1088/0264-9381/9/8/001
10.48550/arxiv.1508.02447,10.1090/proc/13825
10.48550/arxiv.1806.08717,10.1088/1748-0221/13/11/p11002
10.48550/arxiv.cond-mat/0611248,10.1016/j.ssc.2006.11.020
10.48550/arxiv.1211.1680,10.1051/0004-6361/201220729
10.48550/arxiv.1210.2264,10.1088/1367-2630/15/3/035009
10.48550/arxiv.1302.1499,10.1103/physrevlett.111.047201
10.48550/arxiv.cond-mat/0411578,10.1140/epjb/e2005-00029-3
10.48550/arxiv.2005.12486,10.1109/icme46284.2020.9102862
10.48550/arxiv.1908.07839,10.1142/s0219887819501536
10.48550/arxiv.2210.16591,10.1145/3539597.3570408
10.48550/arxiv.1405.4109,10.1103/physrevb.90.075433
10.48550/arxiv.1009.1240,10.1111/j.1365-2966.2010.17861.x
10.48550/arxiv.physics/0208081,10.1016/s0168-583x(02)01863-3
10.48550/arxiv.2105.13367,10.1007/jhep10(2021)071
10.48550/arxiv.2209.14503,10.26798/jiko.v6i2.304
10.48550/arxiv.astro-ph/9807272,10.1086/311680
10.48550/arxiv.0912.2756,10.1364/sl.2011.slmc7
10.48550/arxiv.0705.3449,10.1063/1.2785824
10.48550/arxiv.2205.15989,10.1364/josab.452568
10.48550/arxiv.cond-mat/0601570,10.1103/physrevb.74.041304
10.48550/arxiv.1505.08011,10.1051/0004-6361/201525970
10.48550/arxiv.2407.09743,10.1103/physrevc.110.035501
10.48550/arxiv.2303.08204,10.1038/s41598-024-84071-2
10.48550/arxiv.0907.4688,10.1088/1751-8113/42/44/445001
10.48550/arxiv.1404.0455,10.1112/blms/bdu088
10.48550/arxiv.2112.11227,10.1103/physrevd.105.023024
10.48550/arxiv.0911.0155,10.2976/1.3244985
10.48550/arxiv.2104.05865,10.1093/mnras/stab1051
10.48550/arxiv.2303.05787,10.1007/s10511-023-09766-2
10.48550/arxiv.2109.08943,10.1090/proc/15956
10.48550/arxiv.math/0211167,10.1023/b:tamp.0000010629.96356.52
10.48550/arxiv.2008.07647,10.3847/25c2cfeb.7273f358
10.48550/arxiv.0906.4572,10.1088/1126-6708/2009/09/056
10.48550/arxiv.2004.08104,10.1103/physrevb.101.224434
10.48550/arxiv.1408.4922,10.1016/j.aeue.2013.11.004
10.48550/arxiv.2004.00471,10.1103/physrevb.102.085102
10.48550/arxiv.math-ph/0407045,10.1016/s0034-4877(04)80018-1
10.48550/arxiv.0910.5783,10.1103/physrevd.81.014028
10.48550/arxiv.astro-ph/0605087,10.1086/505522
10.48550/arxiv.1402.0086,10.1088/1751-8113/47/35/352001
10.48550/arxiv.0806.0943,10.1088/0954-3899/35/11/115003
10.48550/arxiv.nucl-th/9807044,10.1016/s0375-9474(98)00623-x
10.48550/arxiv.cond-mat/0505012,10.1103/physrevb.71.245331
10.48550/arxiv.2311.11801,10.1007/s10773-024-05711-x
10.48550/arxiv.2101.03953,10.1007/jhep04(2021)202
10.48550/arxiv.1302.1682,10.1063/1.4792502
10.48550/arxiv.2010.02945,10.5194/egusphere-egu2020-3029
10.48550/arxiv.1808.07044,10.1016/j.cma.2019.03.018
10.48550/arxiv.2312.15477,10.1021/acs.jpca.3c08386
10.48550/arxiv.cond-mat/9503009,10.1088/0305-4470/28/18/016
10.48550/arxiv.1508.02037,10.1364/oe.23.027419
10.48550/arxiv.2004.01364,10.1103/physrevresearch.5.023204
10.48550/arxiv.quant-ph/0304145,10.1016/j.physleta.2004.01.045
10.48550/arxiv.1909.08751,10.1098/rspa.2019.0632
10.48550/arxiv.1505.02703,10.1063/1.4927631
10.48550/arxiv.1205.3776,10.1090/s0025-5718-2014-02842-1
10.48550/arxiv.1404.5266,10.1051/0004-6361/201322008
10.48550/arxiv.1805.12088,10.4204/eptcs.287.10
10.48550/arxiv.1905.03143,10.1364/optica.6.001233
10.48550/arxiv.0801.2410,10.1088/0004-6256/135/3/809
10.48550/arxiv.2408.06890,10.1007/978-3-031-72787-0_10
10.48550/arxiv.hep-ph/9910464,10.1007/s100520100567
10.48550/arxiv.1709.02046,10.1039/c7cp03346j
10.48550/arxiv.hep-lat/9909150,10.1016/s0550-3213(99)00115-7
10.48550/arxiv.1210.7343,10.1002/asna.201211774
10.48550/arxiv.2102.09452,10.1063/5.0032311
10.48550/arxiv.1407.7625,10.1140/epja/i2015-15037-8
10.48550/arxiv.gr-qc/9610070,10.1103/physrevd.55.5226
10.48550/arxiv.1609.08450,10.1103/physreve.94.062408
10.48550/arxiv.1510.00960,10.1007/s12036-015-9357-6
10.48550/arxiv.quant-ph/0403097,10.1117/12.547589
10.48550/arxiv.1912.00110,10.3847/1538-4357/ab89a9
10.48550/arxiv.astro-ph/0601553,10.1111/j.1365-2966.2006.10840.x
10.48550/arxiv.0811.0652,10.1007/s00208-010-0500-z
10.48550/arxiv.1609.02374,10.1007/s11548-017-1567-8
10.48550/arxiv.cond-mat/0512305,10.1103/physrevlett.96.257201
10.48550/arxiv.1303.5464,10.1109/tit.2013.2291198
10.48550/arxiv.1109.1443,10.1088/1367-2630/14/2/023004
10.48550/arxiv.2005.12920,10.1093/mnras/staa1504
10.48550/arxiv.hep-th/9206071,10.1016/0370-2693(93)91340-s
10.48550/arxiv.1802.09134,10.1038/s41534-018-0067-1
10.48550/arxiv.1802.04356,10.1038/s41567-017-0026-3
10.48550/arxiv.1902.00420,10.1093/mnras/stz126
10.48550/arxiv.cond-mat/9704029,10.1103/physrevlett.78.4099
10.48550/arxiv.cond-mat/0406589,10.1007/s10948-007-0249-0
10.48550/arxiv.1504.04168,10.1117/12.2180704
10.48550/arxiv.astro-ph/9410051,10.1103/physrevd.50.7179
10.48550/arxiv.1301.6981,10.1039/c3sm51095f
10.48550/arxiv.astro-ph/9812247,10.1086/307384
10.48550/arxiv.2203.10361,10.1088/1361-6463/abc503
10.48550/arxiv.2208.09512,10.3847/1538-4357/ac867b
10.48550/arxiv.nlin/0604063,10.1142/9789812773616_0022
10.48550/arxiv.nucl-th/0301033,10.1016/s0375-9474(03)01348-4
10.48550/arxiv.math/0601267,10.1090/s0002-9947-09-04691-1
10.48550/arxiv.1312.0794,10.1093/mnras/stu2336
10.48550/arxiv.0909.0945,10.1007/jhep01(2010)113
10.48550/arxiv.1405.0225,10.1088/0004-6256/147/6/157
10.48550/arxiv.hep-lat/0603022,10.1016/j.physletb.2006.08.084
10.48550/arxiv.2001.07982,10.7566/jpsj.89.073703
10.48550/arxiv.1309.5599,10.1016/j.jnt.2014.01.028
10.48550/arxiv.physics/0304001,10.1080/0950034031000095812
10.48550/arxiv.1009.5068,10.1007/s10955-010-0094-6
10.48550/arxiv.0801.4561,10.1086/533583
10.48550/arxiv.1805.11945,10.1142/s0219887819500488
10.48550/arxiv.1607.00044,10.1051/0004-6361/201629558
10.48550/arxiv.0902.1210,10.1063/1.3075567
10.48550/arxiv.1912.12976,10.1016/j.jcp.2020.109673
10.48550/arxiv.0901.4694,10.1109/tc.2008.130
10.48550/arxiv.2401.15155,10.1103/physrevb.109.195153
10.48550/arxiv.cond-mat/9906396,10.1103/physrevb.61.5461
10.48550/arxiv.1908.03484,10.1093/imrn/rnaa300
10.48550/arxiv.2108.10813,10.1103/physreve.104.064308
10.48550/arxiv.astro-ph/0010169,10.1086/321414
10.48550/arxiv.1407.3513,10.1093/ptep/ptu132
10.48550/arxiv.2307.10877,10.1145/3607505.3607524
10.48550/arxiv.hep-th/0104061,10.1016/s0370-2693(01)00676-1
10.48550/arxiv.hep-th/9811258,10.1088/1126-6708/1999/02/008
10.48550/arxiv.1801.04738,10.2140/pjm.2019.298.399
10.48550/arxiv.1710.06849,10.1007/jhep12(2017)108
10.48550/arxiv.1004.3775,10.1111/j.1365-2966.2010.16714.x
10.48550/arxiv.1803.00209,10.1103/physrevd.97.123510
10.48550/arxiv.cond-mat/9809182,10.1103/physrevb.59.9545
10.48550/arxiv.2104.08987,10.1007/s42484-022-00076-y
10.48550/arxiv.astro-ph/0207523,10.1086/345429
10.48550/arxiv.cond-mat/0701711,10.1103/physrevb.75.100501
10.48550/arxiv.nucl-th/9911040,10.1016/s0146-6410(00)00073-9
10.48550/arxiv.hep-th/9502090,10.1016/0370-2693(95)00483-2
10.48550/arxiv.cond-mat/0010042,10.1088/0953-8984/12/30/315
10.48550/arxiv.1507.03386,10.1109/jphot.2016.2521267
10.48550/arxiv.astro-ph/9508067,10.1086/176805
10.48550/arxiv.2102.02215,10.1103/physrevd.103.084003
10.48550/arxiv.hep-ph/0605026,10.1016/j.physletb.2006.05.076
10.48550/arxiv.1902.05392,10.1109/icip.2019.8803335
10.48550/arxiv.1810.05735,10.1109/isbi.2018.8363542
10.48550/arxiv.0808.3413,10.1016/j.physletb.2009.02.022
10.48550/arxiv.gr-qc/0102008,10.1142/9789812777386_0338
10.48550/arxiv.1502.02241,10.1051/epjconf/20158902006
10.48550/arxiv.1206.2569,10.1111/j.1365-2966.2012.21515.x
10.48550/arxiv.2110.00084,10.1103/physrevb.105.045131
10.48550/arxiv.1905.11933,10.1016/j.inffus.2019.05.004
10.48550/arxiv.1508.00056,10.1515/math-2016-0063
10.48550/arxiv.1307.7969,10.1142/9789814566438_0017
10.48550/arxiv.1801.03086,10.1088/1681-7575/aac283
10.48550/arxiv.1601.03867,10.1017/s1743921315009023
10.48550/arxiv.cond-mat/0004304,10.1103/physrevb.61.14523
10.48550/arxiv.1210.5070,
10.48550/arxiv.astro-ph/0201434,10.1051/0004-6361:20020131
10.48550/arxiv.gr-qc/9809014,10.1016/s0375-9601(98)00646-x
10.48550/arxiv.cond-mat/9907285,10.1016/s0921-4526(99)01557-4
10.48550/arxiv.2410.22103,10.1007/978-3-031-28238-6_38
10.48550/arxiv.1305.2558,10.1088/1674-1056/22/12/127802
10.48550/arxiv.2203.16142,10.3842/sigma.2022.026
10.48550/arxiv.2102.06000,10.22323/1.395.0982
10.48550/arxiv.1009.4747,10.1063/1.3507884
10.48550/arxiv.2308.00021,10.1103/physrevlett.132.171401
10.48550/arxiv.astro-ph/9505116,10.1086/176817
10.48550/arxiv.1707.09878,10.1016/j.physletb.2017.12.057
10.48550/arxiv.1608.02839,10.1093/mnrasl/slx007
10.48550/arxiv.2201.13448,10.1007/s10458-024-09649-6
10.48550/arxiv.2112.11125,
10.48550/arxiv.2003.08446,10.1103/physrevphyseducres.16.010138
10.48550/arxiv.cond-mat/0610171,10.1103/physrevb.75.094405
10.48550/arxiv.cond-mat/0109091,10.1103/physrevb.65.180101
10.48550/arxiv.1307.5915,10.1007/jhep10(2013)034
10.48550/arxiv.1408.5142,10.1103/physrevd.91.023505
10.48550/arxiv.1101.4223,10.2168/lmcs-7(1:13)2011
10.48550/arxiv.gr-qc/0003097,10.1103/physrevd.62.024024
10.48550/arxiv.quant-ph/0610047,10.1007/s10773-007-9621-x
10.48550/arxiv.2402.00088,10.1142/s0217751x23501798
10.48550/arxiv.1810.08306,10.1051/epjconf/201920604001
10.48550/arxiv.hep-ph/9809404,10.1103/physrevd.59.043510
10.48550/arxiv.1401.0575,
10.48550/arxiv.1411.3258,10.1103/physrevlett.114.137001
10.48550/arxiv.1202.2254,10.1088/0004-637x/749/2/116
10.48550/arxiv.1702.03776,10.1016/j.ppnp.2017.03.001
10.48550/arxiv.gr-qc/9910024,10.1103/physrevd.62.084041
10.48550/arxiv.2111.04148,10.1088/1361-6471/ac4c92
10.48550/arxiv.2012.10471,10.1103/physrevd.103.064034
10.48550/arxiv.2305.06435,10.1088/2632-2153/ad1de6
10.48550/arxiv.2209.02872,10.1093/mnras/stac2559
10.48550/arxiv.1007.2039,10.1103/physrevb.82.094425
10.48550/arxiv.1306.1252,10.1103/physrevd.89.016011
10.48550/arxiv.1703.02154,10.14232/actacyb.23.1.2017.7
10.48550/arxiv.1904.00311,10.1021/acsnano.9b04957
10.48550/arxiv.2202.13762,10.3842/sigma.2023.040
10.48550/arxiv.1401.7101,10.1007/jhep04(2014)142
10.48550/arxiv.1003.1647,10.1088/0004-637x/714/1/68
10.48550/arxiv.cond-mat/0312319,10.1103/physreve.72.021806
10.48550/arxiv.2010.00800,10.1016/j.jsv.2020.115732
10.48550/arxiv.1811.06540,10.1103/physrevb.99.075410
10.48550/arxiv.1904.11107,10.1007/s11005-020-01302-z
10.48550/arxiv.1308.1319,10.3389/fimmu.2013.00252
10.48550/arxiv.1601.03369,10.1017/s0263034616000318
10.48550/arxiv.2005.09957,10.1103/physrevb.100.184105
10.48550/arxiv.2307.06956,10.1103/physrevresearch.6.033023
10.48550/arxiv.0910.5439,10.1088/0264-9381/27/21/215016
10.48550/arxiv.1706.01981,10.1088/1475-7516/2017/09/029
10.48550/arxiv.2012.10060,10.1103/physrevmaterials.5.030301
10.48550/arxiv.1902.03708,10.1103/physreve.101.013306
10.48550/arxiv.astro-ph/9904234,
10.48550/arxiv.2002.03385,10.1103/physrevlett.125.063601
10.48550/arxiv.1301.1582,10.1088/0004-637x/764/1/78
10.48550/arxiv.nucl-th/0204050,10.1016/s0375-9474(02)01123-5
10.48550/arxiv.2104.13017,10.19086/aic.2022.4
10.48550/arxiv.2301.07426,10.1002/eom2.12316
10.48550/arxiv.1602.04476,10.1103/physics.9.17
10.48550/arxiv.0711.3854,10.1103/physrevd.76.121302
10.48550/arxiv.nucl-th/0702037,10.1103/physrevc.75.034004
10.48550/arxiv.1203.2157,10.1103/physrevd.85.123529
10.48550/arxiv.1703.00256,10.1007/jhep06(2017)108
10.48550/arxiv.math/0410615,
10.48550/arxiv.1305.6307,10.1063/1.4884299
10.48550/arxiv.hep-th/9609168,10.1134/1.567215
10.48550/arxiv.2210.07061,10.1103/physrevlett.129.241102
10.48550/arxiv.1504.03014,10.4204/eptcs.182.0
10.48550/arxiv.2406.03911,10.1103/physreva.111.013302
10.48550/arxiv.1306.3202,10.1103/physrevc.85.064314
10.48550/arxiv.0706.3587,10.1142/s0219887807001886
10.48550/arxiv.astro-ph/0601128,10.1111/j.1365-2966.2006.10041.x
10.48550/arxiv.1711.03510,10.1103/physrevd.98.075016
10.48550/arxiv.1104.1167,10.1088/1475-7516/2011/07/008
10.48550/arxiv.2112.06992,10.1093/mnras/stab3682
10.48550/arxiv.1902.04798,10.3390/quantum1010003
10.48550/arxiv.astro-ph/0306532,10.1007/978-94-017-0491-5_19
10.48550/arxiv.1903.08481,10.1109/tgrs.2019.2940146
10.48550/arxiv.1406.1512,10.1063/1.4878664
10.48550/arxiv.1804.04148,10.1103/physrevb.98.094517
10.48550/arxiv.cond-mat/0610184,10.1103/physreve.74.051303
10.48550/arxiv.1210.2185,10.5488/cmp.15.33701
10.48550/arxiv.hep-ex/0508022,
10.48550/arxiv.1808.08070,10.1016/j.esr.2018.07.001
10.48550/arxiv.1005.0165,10.1063/1.3596179
10.48550/arxiv.1411.4303,10.1103/physrevb.90.214514
10.48550/arxiv.1008.4080,
10.48550/arxiv.2412.13770,10.1109/tc.2024.3512177
10.48550/arxiv.2211.05389,10.1137/21m1404958
10.48550/arxiv.1201.6599,10.1088/1742-6596/375/1/042050
10.48550/arxiv.0710.3034,10.1103/physrevb.77.115410
10.48550/arxiv.cond-mat/0511739,10.1143/jpsj.75.043711
10.48550/arxiv.2008.13341,10.1103/physrevd.102.112001
10.48550/arxiv.1703.05828,10.1063/1.4984299
10.48550/arxiv.1803.05656,10.1016/j.physletb.2018.09.067
10.48550/arxiv.1804.02659,10.1063/1.5048286
10.48550/arxiv.0801.0040,10.1088/1475-7516/2008/03/028
10.48550/arxiv.2104.10178,10.1007/jhep08(2021)098
10.48550/arxiv.hep-ph/9706215,10.1063/1.53698
10.48550/arxiv.1302.2284,10.1209/0295-5075/104/27006
10.48550/arxiv.hep-th/0404222,10.1016/j.physletb.2004.08.057
10.48550/arxiv.2403.13879,10.1103/prxquantum.6.010313
10.48550/arxiv.2010.06805,10.1103/physrevd.102.114008
10.48550/arxiv.1101.4690,10.1007/s10955-011-0365-x
10.48550/arxiv.hep-ph/0512104,10.1088/0954-3899/32/4/009
10.48550/arxiv.1108.6164,10.1209/0295-5075/97/28001
10.48550/arxiv.astro-ph/0404323,10.1086/421842
10.48550/arxiv.1010.5546,10.1088/0004-637x/726/1/15
10.48550/arxiv.0812.4382,10.1088/0264-9381/26/4/045001
10.48550/arxiv.1503.02072,10.1088/2041-8205/800/2/l32
10.48550/arxiv.1112.4815,10.1088/0004-637x/748/1/30
10.48550/arxiv.1701.07961,10.1016/j.automatica.2017.12.051
10.48550/arxiv.1902.03733,10.3847/1538-4357/ab064f
10.48550/arxiv.1108.1072,10.1088/0953-8984/24/18/185503
10.48550/arxiv.2311.03251,10.5194/egusphere-egu24-10325
10.48550/arxiv.1605.04104,10.1038/ncomms9980
10.48550/arxiv.2104.04585,10.1103/physrevresearch.4.013122
10.48550/arxiv.2112.12092,10.1088/1751-8121/ac5fe8
10.48550/arxiv.1809.08166,10.3847/2515-5172/aae260
10.48550/arxiv.gr-qc/0601053,10.1103/physrevd.73.044024
10.48550/arxiv.1805.09115,10.1016/j.chaos.2018.09.023
10.48550/arxiv.astro-ph/9808230,10.1093/pasj/50.5.495
10.48550/arxiv.0903.4869,10.1103/physrevd.79.094022
10.48550/arxiv.1507.04862,10.1093/mnras/stv2474
10.48550/arxiv.2502.02559,10.2514/6.2024-4626
