run_number,min_score,max_score_diff,weight_year,weight_title,weight_author,F0.5,F1,F1.5,FN,FP,Positive Predictions,Positive References,Precision,Recall,TP
184,0.9,0.03,0.5,2.2,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
185,0.9,0.03,0.5,2.2,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
186,0.9,0.03,0.5,2.2,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
187,0.9,0.03,0.5,2.4,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
188,0.9,0.03,0.5,2.4,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
189,0.9,0.03,0.5,2.4,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
190,0.9,0.04,0.3,2.0,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
191,0.9,0.04,0.3,2.0,1.0,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
192,0.9,0.04,0.3,2.0,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
193,0.9,0.04,0.3,2.2,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
194,0.9,0.04,0.3,2.2,1.0,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
195,0.9,0.04,0.3,2.2,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
196,0.9,0.04,0.3,2.4,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
197,0.9,0.04,0.3,2.4,1.0,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
198,0.9,0.04,0.3,2.4,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
199,0.9,0.04,0.4,2.0,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
200,0.9,0.04,0.4,2.0,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
201,0.9,0.04,0.4,2.0,1.2,0.9606481481481479,0.9071038251366119,0.8758116883116882,17,0,83,100,1.0,0.83,83
202,0.9,0.04,0.4,2.2,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
203,0.9,0.04,0.4,2.2,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
204,0.9,0.04,0.4,2.2,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
205,0.9,0.04,0.4,2.4,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
206,0.9,0.04,0.4,2.4,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
207,0.9,0.04,0.4,2.4,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
208,0.9,0.04,0.5,2.0,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
209,0.9,0.04,0.5,2.0,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
210,0.9,0.04,0.5,2.0,1.2,0.9606481481481479,0.9071038251366119,0.8758116883116882,17,0,83,100,1.0,0.83,83
211,0.9,0.04,0.5,2.2,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
212,0.9,0.04,0.5,2.2,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
213,0.9,0.04,0.5,2.2,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
214,0.9,0.04,0.5,2.4,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
215,0.9,0.04,0.5,2.4,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
216,0.9,0.04,0.5,2.4,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
217,0.9,0.05,0.3,2.0,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
218,0.9,0.05,0.3,2.0,1.0,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
219,0.9,0.05,0.3,2.0,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
220,0.9,0.05,0.3,2.2,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
221,0.9,0.05,0.3,2.2,1.0,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
222,0.9,0.05,0.3,2.2,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
223,0.9,0.05,0.3,2.4,0.8,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
224,0.9,0.05,0.3,2.4,1.0,0.9684684684684686,0.924731182795699,0.8987138263665595,14,0,86,100,1.0,0.86,86
225,0.9,0.05,0.3,2.4,1.2,0.9598214285714287,0.9197860962566845,0.8958333333333335,13,1,87,100,0.9885057471264368,0.86,86
226,0.9,0.05,0.4,2.0,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
227,0.9,0.05,0.4,2.0,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
228,0.9,0.05,0.4,2.0,1.2,0.9606481481481479,0.9071038251366119,0.8758116883116882,17,0,83,100,1.0,0.83,83
229,0.9,0.05,0.4,2.2,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
230,0.9,0.05,0.4,2.2,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
231,0.9,0.05,0.4,2.2,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
232,0.9,0.05,0.4,2.4,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
233,0.9,0.05,0.4,2.4,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
234,0.9,0.05,0.4,2.4,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
235,0.9,0.05,0.5,2.0,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
236,0.9,0.05,0.5,2.0,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
237,0.9,0.05,0.5,2.0,1.2,0.9606481481481479,0.9071038251366119,0.8758116883116882,17,0,83,100,1.0,0.83,83
238,0.9,0.05,0.5,2.2,0.8,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
239,0.9,0.05,0.5,2.2,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
240,0.9,0.05,0.5,2.2,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
241,0.9,0.05,0.5,2.4,0.8,0.9579439252336449,0.9010989010989011,0.8680781758957655,18,0,82,100,1.0,0.82,82
242,0.9,0.05,0.5,2.4,1.0,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
243,0.9,0.05,0.5,2.4,1.2,0.949074074074074,0.8961748633879781,0.8652597402597402,17,1,83,100,0.9879518072289156,0.82,82
